doc_number,document_id,title,authors,organization,venue,year,document_type,pdf_path,doi_or_url,pdf_url,source_api,external_id,total_pages,topics,countries,regions,sectors,climate_risks,technologies,policies,targets,indicators,abstract
D184,kamphuis_2019_co_sub_2_sub_fixation_into_cyclic_polymeric_w2908169377,CO<sub>2</sub>-fixation into cyclic and polymeric carbonates: principles and applications,Aeilke J. Kamphuis; Francesco Picchioni; Paolo P. Pescarmona,Green Chemistry,Green Chemistry,2019,Journal Article,data/pdfs/kamphuis_2019_co_sub_2_sub_fixation_into_cyclic_polymeric_w2908169377.pdf,https://doi.org/10.1039/c8gc03086c,https://pubs.rsc.org/en/content/articlepdf/2019/gc/c8gc03086c,OpenAlex,W2908169377,43,carbon capture; climate science; sustainability,Global; United States,Europe; Global,agriculture; buildings; energy; industry; transport; water,emissions,carbon capture; green hydrogen; machine learning,Nationally Determined Contributions,,temperature rise,
D185,vuuren_2007_stabilizing_greenhouse_gas_concentrations_at_low_levels_assessment_w2171357716,Stabilizing greenhouse gas concentrations at low levels: an assessment of reduction strategies and costs,Detlef P. van Vuuren; Michel den Elzen; Paul Lucas; B. Eickhout; Bart J. Strengers; Bas van Ruijven; Steven Wonink; R. van den Houdt,Climatic Change,Climatic Change,2007,Journal Article,data/pdfs/vuuren_2007_stabilizing_greenhouse_gas_concentrations_at_low_levels_assessment_w2171357716.pdf,https://doi.org/10.1007/s10584-006-9172-9,https://link.springer.com/content/pdf/10.1007/s10584-006-9172-9.pdf,OpenAlex,W2171357716,41,adaptation; climate science; mitigation; policy and governance; sustainability,Global,Europe; Global,energy; industry,emissions,,,Reduce Emissions,temperature rise,
D186,gong_2021_solar_fuels_research_development_strategies_accelerate_photocatalytic_co_w3211349002,Solar fuels: research and development strategies to accelerate photocatalytic CO<sub>2</sub> conversion into hydrocarbon fuels,Eunhee Gong; Shahzad Ali; Chaitanya B. Hiragond; Hong Soo Kim; Niket S. Powar; Dongyun Kim; Hwapyong Kim; Su‐Il In,Energy & Environmental Science,Energy & Environmental Science,2021,Journal Article,data/pdfs/gong_2021_solar_fuels_research_development_strategies_accelerate_photocatalytic_co_w3211349002.pdf,https://doi.org/10.1039/d1ee02714j,https://pubs.rsc.org/en/content/articlepdf/2022/ee/d1ee02714j,OpenAlex,W3211349002,59,climate science; energy transition; renewable energy,Global; Saudi Arabia; United States,Europe; Global,energy; industry,emissions,,Nationally Determined Contributions,,temperature rise,
D187,mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864,Nanoparticle-Based Sustainable Agriculture and Food Science: Recent Advances and Future Outlook,Deepti Mittal; Gurjeet Kaur; Parul Singh; Karmveer Yadav; Syed Azmal Ali,Frontiers in Nanotechnology,Frontiers in Nanotechnology,2020,Journal Article,data/pdfs/mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864.pdf,https://doi.org/10.3389/fnano.2020.579954,https://www.frontiersin.org/articles/10.3389/fnano.2020.579954/pdf,OpenAlex,W3108609864,38,adaptation; sustainability,Global; India,Europe; Global,agriculture; energy; health; industry,drought; food insecurity,machine learning,,,,
D188,gr_bler_1999_dynamics_energy_technologies_global_change_w2096967727,Dynamics of energy technologies and global change,Arnulf Grübler; Nebojša Nakićenović; David G. Victor,Energy Policy,Energy Policy,1999,Journal Article,data/pdfs/gr_bler_1999_dynamics_energy_technologies_global_change_w2096967727.pdf,https://doi.org/10.1016/s0301-4215(98)00067-6,http://pure.iiasa.ac.at/id/eprint/5945/1/RR-99-07.pdf,OpenAlex,W2096967727,40,,Global,Global,energy,,,,,,
D189,yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719,Circular economy strategies for combating climate change and other environmental issues,Mingyu Yang; Lin Chen; Jiangjiang Wang; Goodluck Msigwa; Ahmed I. Osman; Samer Fawzy; David W. Rooney; Pow‐Seng Yap,Environmental Chemistry Letters,Environmental Chemistry Letters,2022,Journal Article,data/pdfs/yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719.pdf,https://doi.org/10.1007/s10311-022-01499-6,https://link.springer.com/content/pdf/10.1007/s10311-022-01499-6.pdf,OpenAlex,W4294733719,26,carbon capture; climate science; energy transition; mitigation; policy and governance; renewable energy; sustainability,China; Global,Europe; Global,buildings; energy; health; industry; transport; water,emissions,,,Reduce Emissions,CO2 emissions,
D190,balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991,"How to decarbonise international shipping: Options for fuels, technologies and policies",Paul Balcombe; James Brierley; Chester Lewis; Line Skatvedt; Jamie Speirs; Adam Hawkes; Iain Staffell,Energy Conversion and Management,Energy Conversion and Management,2019,Journal Article,data/pdfs/balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991.pdf,https://doi.org/10.1016/j.enconman.2018.12.080,https://strathprints.strath.ac.uk/87923/1/Balcombe-etal-ECM-2018-How-to-decarbonise-international-shipping.pdf,OpenAlex,W2906683991,46,carbon capture; climate science; mitigation; policy and governance,Global,Global,energy; transport,emissions,carbon capture; green hydrogen,,,energy efficiency,
D191,rosen_2016_prospects_hydrogen_as_energy_carrier_overview_hydrogen_energy_w2277727683,The prospects for hydrogen as an energy carrier: an overview of hydrogen energy and hydrogen energy systems,Marc A. Rosen; Seama Koohi‐Fayegh,Energy Ecology and Environment,Energy Ecology and Environment,2016,Journal Article,data/pdfs/rosen_2016_prospects_hydrogen_as_energy_carrier_overview_hydrogen_energy_w2277727683.pdf,https://doi.org/10.1007/s40974-016-0005-z,https://link.springer.com/content/pdf/10.1007%2Fs40974-016-0005-z.pdf,OpenAlex,W2277727683,20,energy transition; policy and governance; renewable energy,Global,Europe; Global,energy; industry; infrastructure; transport; water,,green hydrogen; wind energy,,,,
D192,chen_2020_applications_lithium_ion_batteries_grid_scale_energy_storage_w3005112572,Applications of Lithium-Ion Batteries in Grid-Scale Energy Storage Systems,Tianmei Chen; Yi Jin; Hanyu Lv; Antao Yang; Meiyi Liu; Bing Chen; Ying Xie; Qiang Chen,Transactions of Tianjin University,Transactions of Tianjin University,2020,Journal Article,data/pdfs/chen_2020_applications_lithium_ion_batteries_grid_scale_energy_storage_w3005112572.pdf,https://doi.org/10.1007/s12209-020-00236-w,https://link.springer.com/content/pdf/10.1007/s12209-020-00236-w.pdf,OpenAlex,W3005112572,10,renewable energy,China; United States,,buildings; energy; industry,,battery storage,,,energy efficiency,
D193,holmberg_2019_impact_tribology_energy_use_co2_emission_globally_combustion_w2921060940,The impact of tribology on energy use and CO2 emission globally and in combustion engine and electric cars,Kenneth Holmberg; Ali Erdemir,Tribology International,Tribology International,2019,Journal Article,data/pdfs/holmberg_2019_impact_tribology_energy_use_co2_emission_globally_combustion_w2921060940.pdf,https://doi.org/10.1016/j.triboint.2019.03.024,https://www.osti.gov/servlets/purl/1559285,OpenAlex,W2921060940,19,adaptation; climate finance; energy transition; renewable energy; sustainability,Global; United States,Europe; Global,energy; finance; industry; transport,emissions,battery storage; electric vehicles,,,climate finance; energy efficiency,
D194,shepherd_2009_geoengineering_climate_science_governance_uncertainty_w1818092435,"Geoengineering the Climate: Science, Governance and Uncertainty",John Shepherd; Steve Rayner,Research Explorer (The University of Manchester),Research Explorer (The University of Manchester),2009,Journal Article,data/pdfs/shepherd_2009_geoengineering_climate_science_governance_uncertainty_w1818092435.pdf,https://research.manchester.ac.uk/en/publications/48833b38-6683-4f9e-96d5-e10d733f4899,https://eprints.soton.ac.uk/156647/1/Geoengineering_the_climate.pdf,OpenAlex,W1818092435,98,adaptation; carbon capture; climate science; policy and governance; renewable energy,Global; India,Europe; Global,agriculture; energy; health; infrastructure,,carbon capture,,,,
D195,bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055,Carbon capture and storage (CCS): the way forward,Mai Bui; Claire S. Adjiman; André Bardow; Edward J. Anthony; Andy Boston; Solomon Brown; Paul S. Fennell; Sabine Fuss; Amparo Galindo; Leigh A. Hackett; Jason P. Hallett; Howard J. Herzog; George Jackson; Jasmin Kemper; Samuel Krevor; Geoffrey C. Maitland; Michael Matuszewski; Ian S. Metcalfe; Camille Petit; Graeme Puxty; Jeffrey A. Reimer; David Reiner; Edward S. Rubin; Stuart A. Scott; Nilay Shah; Berend Smit; J. P. Martin Trusler; Paul A. Webley; Jennifer Wilcox; Niall Mac Dowell,Energy & Environmental Science,Energy & Environmental Science,2018,Journal Article,data/pdfs/bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055.pdf,https://doi.org/10.1039/c7ee02342a,https://pubs.rsc.org/en/content/articlepdf/2018/ee/c7ee02342a,OpenAlex,W2784350055,115,carbon capture; climate science; mitigation; policy and governance,Germany; Global; Qatar; United States,Asia; Europe; Global; Gulf Region; Middle East,energy; industry; transport,emissions,carbon capture; machine learning,Nationally Determined Contributions,,temperature rise,
D196,robertson_2000_greenhouse_gases_intensive_agriculture_contributions_individual_gases_radiative_w2156101426,Greenhouse Gases in Intensive Agriculture: Contributions of Individual Gases to the Radiative Forcing of the Atmosphere,G. Philip Robertson; Eldor A. Paul; Richard R. Harwood,Science,Science,2000,Journal Article,data/pdfs/robertson_2000_greenhouse_gases_intensive_agriculture_contributions_individual_gases_radiative_w2156101426.pdf,https://doi.org/10.1126/science.289.5486.1922,https://mountainscholar.org/bitstreams/16c6f9a9-762e-4900-95de-a57c67ee30cb/download,OpenAlex,W2156101426,4,climate science; mitigation,Global; United States,Europe; Global,agriculture,emissions,,,,temperature rise,
D197,houghton_2012_carbon_emissions_land_use_land_cover_change_w2117141344,Carbon emissions from land use and land-cover change,R. A. Houghton; Joanna I. House; Julia Pongratz; Guido R. van der Werf; Ruth DeFries; Matthew C. Hansen; Corinne Le Quéré; Navin Ramankutty,Biogeosciences,Biogeosciences,2012,Journal Article,data/pdfs/houghton_2012_carbon_emissions_land_use_land_cover_change_w2117141344.pdf,https://doi.org/10.5194/bg-9-5125-2012,https://bg.copernicus.org/articles/9/5125/2012/bg-9-5125-2012.pdf,OpenAlex,W2117141344,18,carbon capture; policy and governance,Germany; Global; Oman; United States,Europe; Global,agriculture,emissions,carbon capture; machine learning,Nationally Determined Contributions,,,
D198,howarth_2011_methane_greenhouse_gas_footprint_natural_gas_shale_formations_w2139010298,Methane and the greenhouse-gas footprint of natural gas from shale formations,Robert W. Howarth; Renee Santoro; Anthony R. Ingraffea,Climatic Change,Climatic Change,2011,Journal Article,data/pdfs/howarth_2011_methane_greenhouse_gas_footprint_natural_gas_shale_formations_w2139010298.pdf,https://doi.org/10.1007/s10584-011-0061-5,https://link.springer.com/content/pdf/10.1007/s10584-011-0061-5.pdf,OpenAlex,W2139010298,12,climate science; energy transition,Global; Saudi Arabia; United States,Europe; Global,energy; industry; transport,emissions,,,,temperature rise,
D199,smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658,Current and future role of Haber–Bosch ammonia in a carbon-free energy landscape,Collin Smith; Alfred K. Hill; Laura Torrente‐Murciano,Energy & Environmental Science,Energy & Environmental Science,2019,Journal Article,data/pdfs/smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658.pdf,https://doi.org/10.1039/c9ee02873k,https://pubs.rsc.org/en/content/articlepdf/2020/ee/c9ee02873k,OpenAlex,W2998496658,14,climate finance; climate science; energy transition; policy and governance; renewable energy; sustainability,Global; United States,Europe; Global,energy; finance; industry; infrastructure; transport; water,emissions,battery storage; green hydrogen,Nationally Determined Contributions,,climate finance; energy efficiency,
D200,purohit_2025_how_does_spatial_distribution_pre_training_data_affect_2501_12535v1,How Does the Spatial Distribution of Pre-training Data Affect Geospatial Foundation Models?,Mirali Purohit; Gedeon Muhawenayo; Esther Rolf; Hannah Kerner,arXiv,arXiv,2025,Research Paper,data/pdfs/purohit_2025_how_does_spatial_distribution_pre_training_data_affect_2501_12535v1.pdf,http://arxiv.org/abs/2501.12535v1,https://arxiv.org/pdf/2501.12535v1.pdf,arXiv,2501.12535v1,11,climate AI; policy and governance,Global; Oman,Africa; Asia; Europe; Global,agriculture; energy; health; industry,,machine learning; remote sensing,Nationally Determined Contributions,,,"Foundation models have made rapid advances in many domains including Earth observation, where Geospatial Foundation Models (GFMs) can help address global challenges such as climate change, agriculture, and disaster response. Previous work on GFMs focused on tailoring model architecture and pre-text tasks, and did not investigate the impact of pre-training data selection on model performance. However, recent works from other domains show that the pre-training data distribution is an important factor influencing the performance of the foundation models. With this motivation, our research explores how the geographic distribution of pre-training data affects the performance of GFMs. We evaluated several pre-training data distributions by sampling different compositions from a global data pool. Our experiments with two GFMs on downstream tasks indicate that balanced and globally representative data compositions often outperform region-specific sampling, highlighting the importance of diversity and global coverage in pre-training data. Our results suggest that the most appropriate data sampling technique may depend on the specific GFM architecture. These findings will support the development of robust GFMs by incorporating quality pre-training data distributions, ultimately improving machine learning solutions for Earth observation."
D201,naranjo_alcazar_2024_automatic_counting_classification_mosquito_eggs_field_traps_2405_20656v5,Automatic Counting and Classification of Mosquito Eggs in Field Traps,Javier Naranjo-Alcazar; Jordi Grau-Haro; Pedro Zuccarello; David Almenar; Jesus Lopez-Ballester,arXiv,arXiv,2024,Research Paper,data/pdfs/naranjo_alcazar_2024_automatic_counting_classification_mosquito_eggs_field_traps_2405_20656v5.pdf,http://arxiv.org/abs/2405.20656v5,https://arxiv.org/pdf/2405.20656v5.pdf,arXiv,2405.20656v5,7,climate AI,Global,Europe; Global; Middle East,agriculture; buildings; energy; finance; health; industry,,deep learning; machine learning,Nationally Determined Contributions,,,"Insect pest control poses a global challenge, affecting public health, food safety, and the environment. Diseases transmitted by mosquitoes are expanding beyond tropical regions due to climate change. Agricultural pests further exacerbate economic losses by damaging crops. The Sterile Insect Technique (SIT) emerges as an eco-friendly alternative to chemical pesticides, involving the sterilization and release of male insects to curb population growth. This work focuses on the automation of the analysis of field ovitraps used to follow-up a SIT program for the Aedes albopictus mosquito in the Valencian Community, Spain, funded by the Conselleria de Agricultura, Agua, Ganaderia y Pesca. Previous research has leveraged deep learning algorithms to automate egg counting in ovitraps, yet faced challenges such as manual handling and limited analysis capacity. Innovations in our study include classifying eggs as hatched or unhatched and reconstructing ovitraps from partial images, mitigating issues of duplicity and cut eggs. Also, our device can analyze multiple ovitraps simultaneously without the need of manual replacement. This approach significantly enhances the accuracy of egg counting and classification, providing a valuable tool for large-scale field studies. This document describes part of the work of the project Application of Industry 4.0 techniques to the production of tiger mosquitoes for the Sterile Insect Technique (MoTIA2,IMDEEA/2022/70), financed by the Valencian Institute for Business Competitiveness (IVACE) and the FEDER funds. The participation of J.Naranjo-Alcazar, J.Grau-Haro and P.Zuccarello has been possible thanks to funding from IVACE and FEDER funds. The participation of D.Almenar has been financed by the Conselleria de Agricultura, Agua, Ganaderia y Pesca of the Generalitat Valenciana and the Subdireccion de Innovacion y Desarrollo de Servicios (TRAGSA group)."
D202,wang_2024_intelligent_agricultural_greenhouse_control_system_internet_things_machine_2402_09488v2,Intelligent Agricultural Greenhouse Control System Based on Internet of Things and Machine Learning,Cangqing Wang; Jiangchuan Gong,arXiv,arXiv,2024,Research Paper,data/pdfs/wang_2024_intelligent_agricultural_greenhouse_control_system_internet_things_machine_2402_09488v2.pdf,http://arxiv.org/abs/2402.09488v2,https://arxiv.org/pdf/2402.09488v2.pdf,arXiv,2402.09488v2,10,adaptation; climate AI; climate science; policy and governance; sustainability,Global; United States,Europe; Global,agriculture; buildings; energy; industry; infrastructure; water,,deep learning; forecasting; machine learning,,,,"This study endeavors to conceptualize and execute a sophisticated agricultural greenhouse control system grounded in the amalgamation of the Internet of Things (IoT) and machine learning. Through meticulous monitoring of intrinsic environmental parameters within the greenhouse and the integration of machine learning algorithms, the conditions within the greenhouse are aptly modulated. The envisaged outcome is an enhancement in crop growth efficiency and yield, accompanied by a reduction in resource wastage. In the backdrop of escalating global population figures and the escalating exigencies of climate change, agriculture confronts unprecedented challenges. Conventional agricultural paradigms have proven inadequate in addressing the imperatives of food safety and production efficiency. Against this backdrop, greenhouse agriculture emerges as a viable solution, proffering a controlled milieu for crop cultivation to augment yields, refine quality, and diminish reliance on natural resources [b1]. Nevertheless, greenhouse agriculture contends with a gamut of challenges. Traditional greenhouse management strategies, often grounded in experiential knowledge and predefined rules, lack targeted personalized regulation, thereby resulting in resource inefficiencies. The exigencies of real-time monitoring and precise control of the greenhouse's internal environment gain paramount importance with the burgeoning scale of agriculture. To redress this challenge, the study introduces IoT technology and machine learning algorithms into greenhouse agriculture, aspiring to institute an intelligent agricultural greenhouse control system conducive to augmenting the efficiency and sustainability of agricultural production."
D203,quevedo_2022_jalisco_s_multiclass_land_cover_classification_novel_lightweight_2201_10985v1,Jalisco's multiclass land cover analysis and classification using a novel lightweight convnet with real-world multispectral and relief data,Alexander Quevedo; Abraham Sánchez; Raul Nancláres; Diana P. Montoya; Juan Pacho; Jorge Martínez; E. Ulises Moya-Sánchez,arXiv,arXiv,2022,Research Paper,data/pdfs/quevedo_2022_jalisco_s_multiclass_land_cover_classification_novel_lightweight_2201_10985v1.pdf,http://arxiv.org/abs/2201.10985v1,https://arxiv.org/pdf/2201.10985v1.pdf,arXiv,2201.10985v1,12,adaptation; climate AI; policy and governance; sustainability,Global; Saudi Arabia; United States,Europe; Global,agriculture; water,,deep learning; machine learning,Nationally Determined Contributions,,,"The understanding of global climate change, agriculture resilience, and deforestation control rely on the timely observations of the Land Use and Land Cover Change (LULCC). Recently, some deep learning (DL) methods have been adapted to make an automatic classification of Land Cover (LC) for global and homogeneous data. However, most of these DL models can not apply effectively to real-world data. i.e. a large number of classes, multi-seasonal data, diverse climate regions, high imbalance label dataset, and low-spatial resolution. In this work, we present our novel lightweight (only 89k parameters) Convolution Neural Network (ConvNet) to make LC classification and analysis to handle these problems for the Jalisco region. In contrast to the global approaches, the regional data provide the context-specificity that is required for policymakers to plan the land use and management, conservation areas, or ecosystem services. In this work, we combine three real-world open data sources to obtain 13 channels. Our embedded analysis anticipates the limited performance in some classes and gives us the opportunity to group the most similar, as a result, the test accuracy performance increase from 73 % to 83 %. We hope that this research helps other regional groups with limited data sources or computational resources to attain the United Nations Sustainable Development Goal (SDG) concerning Life on Land."
D204,beck_2018_present_future_k_ppen_geiger_climate_classification_maps_w2898962279,Present and future Köppen-Geiger climate classification maps at 1-km resolution,Hylke E. Beck; Niklaus E. Zimmermann; Tim R. McVicar; Noemi Vergopolan; Alexis Berg; Eric F. Wood,Scientific Data,Scientific Data,2018,Journal Article,data/pdfs/beck_2018_present_future_k_ppen_geiger_climate_classification_maps_w2898962279.pdf,https://doi.org/10.1038/sdata.2018.214,https://www.nature.com/articles/sdata2018214.pdf,OpenAlex,W2898962279,12,climate science,Global; United States,Europe; Global,water,,,Nationally Determined Contributions,,,
D205,ravi_2025_citizen_centered_climate_intelligence_operationalizing_open_tree_data_2508_17648v1,Citizen Centered Climate Intelligence: Operationalizing Open Tree Data for Urban Cooling and Eco-Routing in Indian Cities,Kaushik Ravi; Andreas Brück,arXiv,arXiv,2025,Research Paper,data/pdfs/ravi_2025_citizen_centered_climate_intelligence_operationalizing_open_tree_data_2508_17648v1.pdf,http://arxiv.org/abs/2508.17648v1,https://arxiv.org/pdf/2508.17648v1.pdf,arXiv,2508.17648v1,20,adaptation; climate science; mitigation; policy and governance,India,,infrastructure; transport,,,,,,"Urban climate resilience requires more than high-resolution data; it demands systems that embed data collection, interpretation, and action within the daily lives of citizens. This chapter presents a scalable, citizen-centric framework that reimagines environmental infrastructure through participatory sensing, open analytics, and prescriptive urban planning tools. Applied in Pune, India, the framework comprises three interlinked modules: (1) a smartphone-based measurement toolkit enhanced by AI segmentation to extract tree height, canopy diameter, and trunk girth; (2) a percentile-based model using satellite-derived Land Surface Temperature to calculate localized cooling through two new metrics, Cooling Efficacy and Ambient Heat Relief; and (3) an eco-routing engine that guides mobility using a Static Environmental Quality score, based on tree density, species diversity, and cumulative carbon sequestration. Together, these modules form a closed feedback loop where citizens generate actionable data and benefit from personalized, sustainable interventions. This framework transforms open data from a passive repository into an active platform for shared governance and environmental equity. In the face of growing ecological inequality and data centralization, this chapter presents a replicable model for citizen-driven urban intelligence, reframing planning as a co-produced, climate-resilient, and radically local practice."
D206,hosseini_2024_understanding_transit_gap_comparative_demand_bus_services_urban_2403_14671v2,"Understanding the Transit Gap: A Comparative Study of On-Demand Bus Services and Urban Climate Resilience in South End, Charlotte, NC and Avondale, Chattanooga, TN",Sanaz Sadat Hosseini; Babak Rahimi Ardabili; Mona Azarbayjani; Srinivas Pulugurtha; Hamed Tabkhi,arXiv,arXiv,2024,Research Paper,data/pdfs/hosseini_2024_understanding_transit_gap_comparative_demand_bus_services_urban_2403_14671v2.pdf,http://arxiv.org/abs/2403.14671v2,https://arxiv.org/pdf/2403.14671v2.pdf,arXiv,2403.14671v2,6,adaptation; mitigation; policy and governance; sustainability,United States,,energy; infrastructure; transport,emissions,,,Reduce Emissions,CO2 emissions,"Urban design significantly impacts sustainability, particularly in the context of public transit efficiency and carbon emissions reduction. This study explores two neighborhoods with distinct urban designs: South End, Charlotte, NC, featuring a dynamic mixed-use urban design pattern, and Avondale, Chattanooga, TN, with a residential suburban grid layout. Using the TRANSIT-GYM tool, we assess the impact of increased bus utilization in these different urban settings on traffic and CO2 emissions. Our results highlight the critical role of urban design and planning in transit system efficiency. In South End, the mixed-use design led to more substantial emission reductions, indicating that urban layout can significantly influence public transit outcomes. Tailored strategies that consider the unique urban design elements are essential for climate resilience. Notably, doubling bus utilization decreased daily emissions by 10.18% in South End and 8.13% in Avondale, with a corresponding reduction in overall traffic. A target of 50% bus utilization saw emissions drop by 21.45% in South End and 14.50% in Avondale. At an idealistic goal of 70% bus utilization, South End and Avondale witnessed emission reductions of 37.22% and 27.80%, respectively. These insights are crucial for urban designers and policymakers in developing sustainable urban landscapes."
D207,sun_2023_deeplczchange_remote_sensing_deep_learning_architecture_urban_climate_2306_06269v1,DeepLCZChange: A Remote Sensing Deep Learning Model Architecture for Urban Climate Resilience,Wenlu Sun; Yao Sun; Chenying Liu; Conrad M Albrecht,arXiv,arXiv,2023,Research Paper,data/pdfs/sun_2023_deeplczchange_remote_sensing_deep_learning_architecture_urban_climate_2306_06269v1.pdf,http://arxiv.org/abs/2306.06269v1,https://arxiv.org/pdf/2306.06269v1.pdf,arXiv,2306.06269v1,4,adaptation; climate AI; climate science,Global; United States,Europe; Global; Middle East,buildings,,deep learning; remote sensing,,,,"Urban land use structures impact local climate conditions of metropolitan areas. To shed light on the mechanism of local climate wrt. urban land use, we present a novel, data-driven deep learning architecture and pipeline, DeepLCZChange, to correlate airborne LiDAR data statistics with the Landsat 8 satellite's surface temperature product. A proof-of-concept numerical experiment utilizes corresponding remote sensing data for the city of New York to verify the cooling effect of urban forests."
D208,xue_2023_impact_street_canyon_morphology_heat_fluid_flow_experimental_2306_04972v2,Impact of street canyon morphology on heat and fluid flow-an experimental water tunnel study using simultaneous PIV-LIF technique,Yunpeng Xue; Yongling Zhao; Shuo-Jun Mei; Yuan Chao; Jan Carmeliet,arXiv,arXiv,2023,Research Paper,data/pdfs/xue_2023_impact_street_canyon_morphology_heat_fluid_flow_experimental_2306_04972v2.pdf,http://arxiv.org/abs/2306.04972v2,https://arxiv.org/pdf/2306.04972v2.pdf,arXiv,2306.04972v2,33,adaptation; climate science; renewable energy; sustainability,China,Middle East,buildings; energy; health; infrastructure; transport; water,emissions,,,,CO2 emissions,"Urban areas are known for their complex atmospheric environments, with the building morphology having a significant impact on local climate patterns, air quality, and overall urban microclimate. Understanding the heat transport and fluid flow in complex urban environments is crucial for improving urban climate resilience, which remains an open frontier in the field of urban studies. To gain a more profound insight into the physical processes occurring in urban areas, particularly within street canyons, we conducted an experimental investigation in a large-scale water tunnel. This study involved the simultaneous examination of heat and flow fields, carried out at high spatial and temporal resolutions, utilizing Laser-induced Fluorescence (LIF) for heat analysis and Particle Image Velocimetry (PIV) for flow analysis. Our results of heat and flow in different street canyons indicate that the flow is significantly influenced by a combination of factors, including canyon configuration, the presence of buoyant force, and the magnitude of the approaching flow. The ventilation rate and heat flux from the street canyon, which are key factors shaping the urban microclimate, are found dominated significantly by the street canyon morphology. For instance, changing the aspect ratio of a street canyon results in a significant change of air ventilation rate, ranging from as low as 0.02 to as high as 1.5 under the same flow conditions. Additionally, canyons with high air ventilation rates exhibit significant heat flux removal at the canyon roof level, which is accurately described by the local Richardson number."
D209,alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2,"Basin bifurcations, oscillatory instability and rate-induced thresholds for AMOC in a global oceanic box model",Hassan Alkhayuon; Peter Ashwin; Laura C Jackson; Courtney Quinn; Richard A Wood,arXiv,arXiv,2019,Research Paper,data/pdfs/alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2.pdf,http://arxiv.org/abs/1901.10111v2,https://arxiv.org/pdf/1901.10111v2.pdf,arXiv,1901.10111v2,31,adaptation; climate science; mitigation,Global,Global; Middle East,industry; transport; water,emissions,,,,,"The Atlantic Meridional Overturning Circulation (AMOC) transports substantial amounts of heat into the North Atlantic sector, and hence is of very high importance in regional climate projections. The AMOC has been observed to show multi-stability across a range of models of different complexity. The simplest models find a bifurcation associated with the AMOC `on' state losing stability that is a saddle node. Here we study a physically derived global oceanic model of Wood {\em et al} with five boxes, that is calibrated to runs of the FAMOUS coupled atmosphere-ocean general circulation model. We find the loss of stability of the `on' state is due to a subcritical Hopf for parameters from both pre-industrial and doubled CO${}_2$ atmospheres. This loss of stability via subcritical Hopf bifurcation has important consequences for the behaviour of the basin of attraction close to bifurcation. We consider various time-dependent profiles of freshwater forcing to the system, and find that rate-induced thresholds for tipping can appear, even for perturbations that do not cross the bifurcation. Understanding how such state transitions occur is important in determining allowable safe climate change mitigation pathways to avoid collapse of the AMOC."
D210,tabari_2020_climate_change_impact_flood_extreme_precipitation_increases_water_w3049213504,Climate change impact on flood and extreme precipitation increases with water availability,Hossein Tabari,Scientific Reports,Scientific Reports,2020,Journal Article,data/pdfs/tabari_2020_climate_change_impact_flood_extreme_precipitation_increases_water_w3049213504.pdf,https://doi.org/10.1038/s41598-020-70816-2,https://www.nature.com/articles/s41598-020-70816-2.pdf,OpenAlex,W3049213504,10,climate science,Global,Africa; Europe; Global; Middle East,transport; water,drought; flooding,machine learning,,,temperature rise; water demand,
D211,panico_2026_state_dependent_marginal_emission_factors_autoregressive_components_2603_04260v1,State-dependent marginal emission factors with autoregressive components,Antonio Panico; Andrew Burlinson; Luigi Grossi,arXiv,arXiv,2026,Research Paper,data/pdfs/panico_2026_state_dependent_marginal_emission_factors_autoregressive_components_2603_04260v1.pdf,http://arxiv.org/abs/2603.04260v1,https://arxiv.org/pdf/2603.04260v1.pdf,arXiv,2603.04260v1,36,climate science; mitigation; policy and governance; renewable energy,Global; United States,Global,energy; industry; transport,emissions,electric vehicles,Paris Agreement,,CO2 emissions,"Accurate estimation of Marginal Emission Factors (MEFs) is critical for evaluating the decarbonization potential of low-carbon technologies and demand-side management. However, canonical methodologies, predominantly relying on linear regression and differencing techniques, fail to capture the structural non-linearities inherent in the merit order, i.e. the marginal technology setting electricity prices. Utilizing Markov switching autoregressive models with exogenous regressors (MS-ARX) and hourly US data (2019-2025), we identify distinct, mutually exclusive regimes governed by fuel-price dynamics. We find that linear models overestimate abatement potential by masking the dichotomy between a gas-driven and coal-driven marginal system. Furthermore, using robust structural break detection, we link regime instability to a specific structural shift in natural gas pricing in May 2022. Our results indicate that post-2022, the grid has transitioned into a correction phase where the coal-driven regime is less persistent but highly volatile, necessitating state-dependent policy metrics rather than static annual averages."
